Accession,SRA_Accession,Submitters,Release_Date,Pangolin,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
OK377434,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2504,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29605,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2504/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; nucleocapsid phosphoprotein (N) gene, complete cds; and ORF10 protein (ORF10) gene, partial cds"
OK377435,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2505,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2505/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377436,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2506,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2506/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377437,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2509,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2509/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377438,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2510,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29775,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-04,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2510/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377439,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2513,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2513/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377440,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2515,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29775,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2515/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377441,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2517,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2517/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377442,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2519,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2519/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377443,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2520,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29775,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2520/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377444,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2521,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2521/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377445,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2522,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2522/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377446,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2523,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29775,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2523/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377447,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2524,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29775,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2524/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377448,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2526,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2526/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377449,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2529,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2529/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377450,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2530,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29775,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2530/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377451,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2531,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29775,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2531/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377452,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2532,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2532/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377453,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2533,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29776,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-07,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2533/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377454,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2534,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29763,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-08,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2534/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and truncated ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
OK377455,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2537,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29488,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2537/2021 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a) gene, complete cds; envelope protein (E) and membrane glycoprotein (M) genes, partial cds; ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377456,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2538,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29775,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2538/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
OK377457,,"Githinji,G., Ochola-Oyier,I.L., Agoti,C.N., Mohammed,K.S., Mburu,M.W., Morobe,J.M., Lambisia,A.W., Makori,T., Ongera,E., Ndwiga,L., de Laurent,Z., Nokes,D.J., Pool,B., Gedeon,J., Louange,M., Biscornet,L.",2021-10-05T00:00:00Z,,SS2539,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29775,GenBank,partial,,,,Seychelles,Seychelles,,Homo sapiens,,2021-06-09,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/SYC/SS2539/2021 ORF1ab polyprotein (ORF1ab) gene, partial cds; ORF1a polyprotein (ORF1ab) gene, complete cds; surface glycoprotein (S) gene, partial cds; ORF3a protein (ORF3a) gene, complete cds; envelope protein (E) and membrane glycoprotein (M) genes, partial cds; ORF6 protein (ORF6), ORF7a protein (ORF7a), and ORF7b (ORF7b) genes, complete cds; ORF8 gene, complete sequence; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
